frame_id,raw_points,static_points,accepted_points,ghost_rejected,density_rejected,fused_total
000671,115807,70350,3323,0,67027,3187533
000672,117136,71764,3466,0,68298,3190999
000673,118266,73649,3800,0,69849,3194799
000674,117876,73756,3707,0,70049,3198506
000675,117466,73053,4080,0,68973,3202586
000676,116811,73556,3849,0,69707,3206435
000677,117215,74576,4042,0,70534,3210477
000678,116733,74251,3893,0,70358,3214370
000679,116822,74047,3894,0,70153,3218264
000680,117480,76074,4081,0,71993,3222345
000681,117390,75911,3752,0,72159,3226097
000682,117378,76168,3836,0,72332,3229933
000683,117112,76339,3888,0,72451,3233821
000684,117265,75904,3844,0,72060,3237665
000685,117372,76303,4019,0,72284,3241684
000686,117668,76984,4142,0,72842,3245826
000687,116644,74711,4153,0,70558,3249979
000688,115853,73667,4714,0,68953,3254693
000689,115422,73644,4530,0,69114,3259223
000690,114466,72726,4236,0,68490,3263459
000691,113932,71635,4586,0,67049,3268045
000692,113586,69863,4730,0,65133,3272775
000693,113618,68481,4670,0,63811,3277445
000694,113268,65768,4732,0,61036,3282177
000695,113298,62253,4769,0,57484,3286946
000696,114146,61129,5116,0,56013,3292062
000697,116164,60179,5114,0,55065,3297176
000698,118016,59679,5290,0,54389,3302466
000699,119595,60098,5726,0,54372,3308192
000700,120735,59354,5838,0,53516,3314030
000701,121248,58007,5699,0,52308,3319729
000702,121517,57533,6011,0,51522,3325740
000703,121622,59240,5332,0,53908,3331072
000704,121857,60360,5106,0,55254,3336178
000705,122002,61534,4572,0,56962,3340750
000706,121983,63254,4112,0,59142,3344862
000707,121366,64766,4498,0,60268,3349360
000708,120559,65640,4323,0,61317,3353683
000709,120121,65769,3827,0,61942,3357510
000710,119358,66059,4131,0,61928,3361641
000711,119447,67315,4150,0,63165,3365791
000712,119341,68074,4011,0,64063,3369802
000713,119200,67923,3600,0,64323,3373402
000714,119102,68181,3605,0,64576,3377007
000715,118389,68661,3939,0,64722,3380946
000716,118887,68666,3751,0,64915,3384697
000717,119197,67455,3283,0,64172,3387980
000718,119550,66572,3264,0,63308,3391244
000719,120710,66967,3774,0,63193,3395018
000720,121606,66958,3576,0,63382,3398594
000721,121916,65959,3226,0,62733,3401820
000722,122443,64904,3548,0,61356,3405368
000723,122715,64138,3575,0,60563,3408943
000724,122877,62783,3380,0,59403,3412323
000725,122969,61149,3278,0,57871,3415601
000726,122922,59644,3346,0,56298,3418947
000727,122876,57817,3907,0,53910,3422854
000728,122581,55418,3778,0,51640,3426632
000729,122321,53277,3477,0,49800,3430109
000730,121946,51347,3458,0,47889,3433567
000731,121785,49469,2990,0,46479,3436557
000732,121854,48210,4255,0,43955,3440812
000733,121915,47059,4530,0,42529,3445342
000734,122079,46266,4612,0,41654,3449954
000735,122111,45447,4505,0,40942,3454459
000736,122183,44889,4806,0,40083,3459265
000737,122332,44481,4795,0,39686,3464060
000738,122287,43783,5356,0,38427,3469416
000739,122407,43164,5061,0,38103,3474477
000740,122730,42619,5801,0,36818,3480278
000741,122919,42226,5786,0,36440,3486064
000742,123058,42017,4529,0,37488,3490593
000743,123205,41526,4859,0,36667,3495452
000744,123475,41037,4203,0,36834,3499655
000745,123619,41043,4720,0,36323,3504375
000746,123838,41041,4195,0,36846,3508570
000747,123968,40729,3575,0,37154,3512145
000748,124213,40476,3708,0,36768,3515853
000749,124274,40291,4475,0,35816,3520328
000750,124475,40993,3755,0,37238,3524083
000751,124484,41589,3562,0,38027,3527645
000752,124831,42084,4466,0,37618,3532111
000753,124956,42351,3634,0,38717,3535745
000754,124928,42285,4556,0,37729,3540301
000755,124876,42281,3657,0,38624,3543958
000756,124864,42466,3864,0,38602,3547822
000757,124888,43269,4266,0,39003,3552088
000758,124768,43834,3730,0,40104,3555818
000759,124442,44075,3468,0,40607,3559286
000760,124534,45420,3087,0,42333,3562373
000761,124660,46776,2947,0,43829,3565320
000762,124853,48920,2756,0,46164,3568076
000763,124772,51172,2651,0,48521,3570727
000764,124576,53038,2513,0,50525,3573240
000765,124387,54993,2876,0,52117,3576116
000766,124289,57089,2673,0,54416,3578789
000767,124159,59428,2703,0,56725,3581492
000768,123599,62162,2914,0,59248,3584406
000769,122538,63781,2901,0,60880,3587307
000770,121056,64066,3244,0,60822,3590551
000771,119310,63214,3078,0,60136,3593629
000772,118466,62974,3056,0,59918,3596685
000773,118461,63901,3013,0,60888,3599698
000774,118802,65645,3138,0,62507,3602836
000775,119169,67631,3110,0,64521,3605946
000776,118346,69242,3324,0,65918,3609270
000777,117455,71902,3465,0,68437,3612735
000778,119548,75221,3968,0,71253,3616703
000779,122296,77961,3645,0,74316,3620348
000780,123885,77632,3556,0,74076,3623904
000781,124206,75635,3947,0,71688,3627851
000782,124342,74223,4201,0,70022,3632052
000783,124620,73650,4440,0,69210,3636492
000784,125047,73089,4100,0,68989,3640592
000785,124896,72024,3821,0,68203,3644413
000786,124731,70718,3808,0,66910,3648221
000787,124439,69649,4006,0,65643,3652227
000788,124340,69166,4216,0,64950,3656443
000789,123976,68980,4161,0,64819,3660604
000790,123222,69847,3757,0,66090,3664361
000791,121430,69530,4287,0,65243,3668648
000792,119335,67992,4241,0,63751,3672889
000793,118086,68050,4201,0,63849,3677090
000794,116919,68625,4667,0,63958,3681757
000795,115633,68154,5039,0,63115,3686796
000796,115720,69066,5007,0,64059,3691803
000797,116720,69601,4960,0,64641,3696763
000798,117627,69439,4474,0,64965,3701237
000799,117719,69647,5147,0,64500,3706384
000800,117813,69321,5072,0,64249,3711456
000801,118520,67857,5386,0,62471,3716842
000802,118990,66451,5661,0,60790,3722503
000803,119043,65459,5986,0,59473,3728489
000804,119999,65983,7204,0,58779,3735693
000805,119820,64493,7304,0,57189,3742997
000806,118896,63372,7196,0,56176,3750193
000807,118340,62692,7861,0,54831,3758054
000808,118586,63445,7853,0,55592,3765907
000809,119078,63435,8556,0,54879,3774463
000810,119384,62384,8728,0,53656,3783191
000811,119463,60234,8759,0,51475,3791950
000812,120173,59517,9138,0,50379,3801088
000813,121324,59273,8504,0,50769,3809592
000814,122311,59075,7963,0,51112,3817555
000815,123396,59819,7575,0,52244,3825130
000816,124579,60750,7167,0,53583,3832297
000817,125182,60478,6741,0,53737,3839038
000818,125656,60766,6519,0,54247,3845557
000819,125996,61377,6614,0,54763,3852171
000820,126129,62243,6349,0,55894,3858520
000821,126222,62969,5969,0,57000,3864489
000822,126470,63507,5938,0,57569,3870427
000823,126547,63711,5579,0,58132,3876006
000824,126738,63779,5709,0,58070,3881715
000825,126756,64178,5365,0,58813,3887080
000826,126862,64789,5511,0,59278,3892591
000827,127026,65561,5122,0,60439,3897713
000828,127100,66596,4757,0,61839,3902470
000829,127109,67778,4767,0,63011,3907237
000830,127126,68943,4816,0,64127,3912053
000831,127191,69595,3904,0,65691,3915957
000832,127153,70069,3641,0,66428,3919598
000833,127213,70419,3627,0,66792,3923225
000834,127222,70636,3484,0,67152,3926709
000835,127199,70416,3003,0,67413,3929712
000836,127206,69894,3212,0,66682,3932924
000837,127172,69108,2877,0,66231,3935801
000838,126993,68043,3276,0,64767,3939077
000839,126887,66910,3846,0,63064,3942923
000840,126797,65616,4100,0,61516,3947023
000841,126606,64494,4057,0,60437,3951080
000842,126554,63354,4102,0,59252,3955182
000843,126298,62269,4413,0,57856,3959595
000844,126132,60950,4410,0,56540,3964005
000845,125847,59807,4453,0,55354,3968458
000846,125636,58446,4339,0,54107,3972797
000847,125237,57176,4421,0,52755,3977218
000848,125039,56107,5648,0,50459,3982866
000849,124892,55006,5750,0,49256,3988616
000850,124604,54066,4571,0,49495,3993187
000851,124452,53338,4786,0,48552,3997973
000852,124327,52936,4239,0,48697,4002212
000853,124232,52400,4618,0,47782,4006830
000854,123871,52399,5596,0,46803,4012426
000855,123461,52055,6039,0,46016,4018465
000856,123195,51958,6681,0,45277,4025146
000857,122776,51927,5644,0,46283,4030790
000858,122922,52702,5619,0,47083,4036409
000859,122913,53318,5630,0,47688,4042039
000860,122587,54216,5651,0,48565,4047690
000861,121878,55897,5471,0,50426,4053161
000862,120813,56978,6360,0,50618,4059521
000863,119824,58238,6225,0,52013,4065746
000864,119559,60064,4751,0,55313,4070497
000865,119782,62351,4269,0,58082,4074766
000866,119244,63778,4975,0,58803,4079741
000867,118817,64512,4782,0,59730,4084523
000868,117953,65690,4328,0,61362,4088851
000869,117964,67266,4245,0,63021,4093096
000870,117614,66847,4017,0,62830,4097113
000871,118061,66137,3835,0,62302,4100948
000872,118588,66746,4455,0,62291,4105403
000873,118571,67015,4091,0,62924,4109494
000874,118573,66194,4022,0,62172,4113516
000875,118239,65105,4006,0,61099,4117522
000876,119359,65002,3715,0,61287,4121237
000877,120798,64033,4317,0,59716,4125554
000878,122429,63250,4764,0,58486,4130318
000879,124094,62619,4701,0,57918,4135019
000880,124852,61315,5039,0,56276,4140058
000881,125342,60011,5385,0,54626,4145443
000882,125824,58652,5461,0,53191,4150904
000883,125951,57754,5840,0,51914,4156744
000884,126117,57297,5956,0,51341,4162700
000885,125974,57556,6198,0,51358,4168898
000886,126061,58079,6440,0,51639,4175338
000887,126016,58698,6211,0,52487,4181549
000888,125971,59961,6147,0,53814,4187696
000889,126005,60181,6660,0,53521,4194356
000890,125872,60038,6509,0,53529,4200865
000891,125738,60718,6907,0,53811,4207772
000892,125429,61591,6843,0,54748,4214615
000893,124990,62953,7279,0,55674,4221894
000894,124563,64881,6286,0,58595,4228180
000895,124184,66954,5842,0,61112,4234022
000896,123511,68771,6405,0,62366,4240427
000897,122532,69620,7144,0,62476,4247571
000898,121395,69322,7251,0,62071,4254822
000899,119580,68116,8550,0,59566,4263372
000900,117929,69107,9331,0,59776,4272703
000901,115745,69755,9083,0,60672,4281786
000902,113746,69698,7490,0,62208,4289276
000903,112560,70458,6816,0,63642,4296092
000904,112412,71070,6680,0,64390,4302772
000905,113188,71213,7436,0,63777,4310208
000906,112760,70530,9257,0,61273,4319465
000907,112924,68589,8366,0,60223,4327831
000908,112912,67716,8096,0,59620,4335927
000909,112748,67461,7999,0,59462,4343926
000910,112910,67639,7219,0,60420,4351145
000911,112749,67894,6795,0,61099,4357940
000912,112126,67971,6169,0,61802,4364109
000913,110474,67195,5929,0,61266,4370038
000914,109923,67342,5910,0,61432,4375948
000915,110402,67598,6095,0,61503,4382043
000916,110513,67363,6157,0,61206,4388200
000917,110610,67343,6278,0,61065,4394478
000918,111732,66362,6203,0,60159,4400681
000919,113206,66147,7186,0,58961,4407867
000920,115018,65711,6508,0,59203,4414375
000921,116627,64969,6556,0,58413,4420931
000922,118918,64313,6297,0,58016,4427228
000923,121024,64427,6037,0,58390,4433265
000924,122461,64223,6357,0,57866,4439622
000925,122955,63413,6115,0,57298,4445737
000926,123395,62905,5505,0,57400,4451242
000927,123781,62951,5997,0,56954,4457239
000928,124188,63614,5738,0,57876,4462977
000929,124302,64131,5284,0,58847,4468261
000930,124336,64739,5654,0,59085,4473915
000931,124686,65673,5327,0,60346,4479242
000932,124777,66776,5198,0,61578,4484440
000933,124693,67325,5377,0,61948,4489817
000934,124542,67051,5033,0,62018,4494850
000935,124152,66158,5144,0,61014,4499994
000936,123522,65701,5470,0,60231,4505464
000937,122892,66526,5488,0,61038,4510952
000938,122729,66950,5848,0,61102,4516800
000939,122859,67642,5965,0,61677,4522765
000940,122235,66942,5891,0,61051,4528656
000941,121893,66514,5757,0,60757,4534413
000942,121430,66517,5302,0,61215,4539715
000943,121501,66569,5501,0,61068,4545216
000944,121451,65559,5825,0,59734,4551041
000945,121420,64364,6290,0,58074,4557331
000946,120984,63152,5776,0,57376,4563107
000947,120544,62416,5790,0,56626,4568897
000948,120313,61254,5745,0,55509,4574642
000949,119948,60610,6333,0,54277,4580975
000950,119841,60103,7077,0,53026,4588052
000951,119768,59878,7365,0,52513,4595417
000952,119898,59553,6304,0,53249,4601721
000953,120209,59358,6294,0,53064,4608015
000954,120512,59090,6075,0,53015,4614090
000955,120864,59288,6483,0,52805,4620573
000956,121228,59232,6040,0,53192,4626613
000957,121424,59373,5314,0,54059,4631927
000958,121611,59894,6511,0,53383,4638438
000959,121929,61074,5122,0,55952,4643560
000960,121866,62221,4859,0,57362,4648419
000961,121773,63037,5868,0,57169,4654287
000962,121654,63923,5183,0,58740,4659470
000963,121577,64799,5144,0,59655,4664614
000964,121715,65548,4801,0,60747,4669415
000965,122052,66323,4586,0,61737,4674001
000966,122525,66917,4538,0,62379,4678539
000967,122610,67000,4300,0,62700,4682839
000968,122943,66964,4302,0,62662,4687141
000969,122637,66361,4606,0,61755,4691747
000970,122111,65914,4414,0,61500,4696161
000971,122231,66121,4526,0,61595,4700687
000972,122545,66627,4201,0,62426,4704888
000973,123268,67236,4301,0,62935,4709189
000974,123963,67737,4336,0,63401,4713525
000975,124647,68631,4385,0,64246,4717910
000976,125324,69335,4429,0,64906,4722339
000977,125717,69509,4101,0,65408,4726440
000978,125999,69519,4331,0,65188,4730771
000979,126257,70031,4843,0,65188,4735614
000980,126443,70641,4768,0,65873,4740382
000981,126476,70648,4863,0,65785,4745245
000982,126477,70793,4836,0,65957,4750081
000983,126194,70655,4982,0,65673,4755063
000984,125953,70910,5536,0,65374,4760599
000985,125593,71322,5554,0,65768,4766153
000986,125083,72031,5163,0,66868,4771316
000987,124461,73255,5836,0,67419,4777152
000988,124203,72203,5777,0,66426,4782929
000989,124137,69500,5825,0,63675,4788754
000990,124640,65059,5664,0,59395,4794418
000991,124157,56464,5855,0,50609,4800273
000992,122878,49758,6246,0,43512,4806519
000993,120014,48777,6632,0,42145,4813151
000994,117941,52313,7018,0,45295,4820169
000995,117175,59092,7235,0,51857,4827404
000996,116341,64877,6621,0,58256,4834025
000997,117385,68232,7224,0,61008,4841249
000998,120057,70570,6875,0,63695,4848124
000999,121633,70140,7455,0,62685,4855579
001000,122470,69236,6953,0,62283,4862532
001001,123189,67504,6251,0,61253,4868783
001002,123955,66822,5728,0,61094,4874511
001003,124392,67479,6261,0,61218,4880772
001004,124367,68675,6187,0,62488,4886959
001005,124072,69233,5991,0,63242,4892950
001006,123695,68892,6192,0,62700,4899142
001007,123481,68489,6357,0,62132,4905499
001008,122616,68059,5991,0,62068,4911490
001009,123312,68884,6212,0,62672,4917702
001010,122722,69325,6518,0,62807,4924220
001011,122511,69636,6498,0,63138,4930718
001012,122805,69045,5930,0,63115,4936648
001013,123707,68011,6870,0,61141,4943518
001014,124403,67592,6696,0,60896,4950214
001015,124494,66036,6692,0,59344,4956906
001016,124749,64231,6844,0,57387,4963750
001017,124549,62446,7016,0,55430,4970766
001018,124495,61973,6421,0,55552,4977187
001019,123774,60848,6300,0,54548,4983487
001020,122916,59702,6350,0,53352,4989837
001021,122113,58926,6092,0,52834,4995929
001022,120970,28757,4071,0,24686,5000000
